0.0000	0.000000
0.0100	0.000000
0.0200	0.000000
0.0300	0.000000
0.0400	0.000000
0.0500	0.000000
0.0600	0.000000
0.0700	0.000000
0.0800	0.000000
0.0900	0.000000
0.1000	0.000000
0.1100	0.000000
0.1200	0.000000
0.1300	0.000000
0.1400	0.000000
0.1500	0.000000
0.1600	0.000000
0.1700	0.000000
0.1800	0.000000
0.1900	0.000000
0.2000	0.000000
0.2100	0.000000
0.2200	0.000000
0.2300	0.000000
0.2400	0.000000
0.2500	0.000000
0.2600	0.000000
0.2700	0.000000
0.2800	0.000000
0.2900	0.000000
0.3000	0.000000
0.3100	0.000000
0.3200	0.000000
0.3300	0.000000
0.3400	0.000000
0.3500	0.000000
0.3600	0.000000
0.3700	0.000000
0.3800	0.000000
0.3900	0.000000
0.4000	0.000000
0.4100	0.000000
0.4200	0.000000
0.4300	0.000000
0.4400	0.000000
0.4500	0.000000
0.4600	0.000000
0.4700	0.000000
0.4800	0.000000
0.4900	0.000000
0.5000	0.000000
0.5100	0.104039
0.5200	0.282762
0.5300	0.425832
0.5400	0.540393
0.5500	0.632210
0.5600	0.705708
0.5700	0.764475
0.5800	0.811535
0.5900	0.849382
0.6000	0.879439
0.6100	0.903742
0.6200	0.922942
0.6300	0.938554
0.6400	0.950790
0.6500	0.960787
0.6600	0.968732
0.6700	0.974957
0.6800	0.980112
0.6900	0.984196
0.7000	0.987309
0.7100	0.989922
0.7200	0.992056
0.7300	0.993711
0.7400	0.994931
0.7500	0.995972
0.7600	0.996846
0.7700	0.997552
0.7800	0.998090
0.7900	0.998476
0.8000	0.998781
0.8100	0.935336
0.8200	0.819086
0.8300	0.716498
0.8400	0.627000
0.8500	0.548399
0.8600	0.479903
0.8700	0.419739
0.8800	0.367308
0.8900	0.321271
0.9000	0.281126
0.9100	0.245917
0.9200	0.215164
0.9300	0.188241
0.9400	0.164678
0.9500	0.144088
0.9600	0.126039
0.9700	0.110288
0.9800	0.096466
0.9900	0.084415
